id,idx,name,name_ocr,wiki_name,wiki_id,rarity,element,role,avatar_file,cp,hp,atk,def_,agl,crt,hp_init,atk_init,def_init,agl_init,crt_init,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text,cv,source,avatar_source
M4-028,28,小公主希栢利,,小公主希栢利,21424,4星,暗,防御型,avatars/21424.png,1460,470,705,347,382,,1460,470,705,347,382,,,,,,对目标造成68自动攻击伤害,造成195伤害，2名队友防御力+500（暗属性优先），持续12秒,,造成379伤害，赋予最多5名暗属性队友反射（反射9%受到的伤害）与屏障（在HP受到影响前吸收+900伤害），持续14秒,,对随机2名敌人造成823伤害，并赋予3名队友+1500屏障（在HP受影响前吸收+1500伤害），持续16秒（最低HP优先）,,赋予暗属性队友反射（反射3%受到的伤害，副本中追加3%）,荒浪和沙,memorial+wiki,cn
M4-029,29,沉默的奇美拉,,沉默的奇美拉,21425,4星,火,,avatars/21425.png,,,,,,,1448,459,699,332,372,,,,,,对目标造成68自动攻击伤害,造成192伤害，2名火属性队友防御力+480，持续12秒,,造成337伤害，赋予3名火属性队友屏障（在HP受影响前吸收+900伤害）和防御力+500，持续12秒,,对随机1名敌人造成897伤害，获得防御力+30%与挑衅（有95%的几率发动），持续15秒,,火属性队友的反射+50,成泽卓,memorial+wiki,cn
M4-030,30,闪耀的尤娜,,闪耀的尤娜,21426,4星,火,,avatars/21426.png,1292,1024,766,377,404,448,1024,766,377,404,448,,,,,,对目标造成80自动攻击伤害,对1名敌人造成295伤害（最低HP优先），对木属性目标造成100加成伤害,对3名敌人造成2622伤害（最低HP优先），对木属性目标造成591加成伤害,对3名敌人造成560伤害（木属性优先），如果目标为木属性则造成200加成伤害,对3名敌人造成3626伤害（木属性优先），756无视防御伤害，如果目标为木属性则造成677加成伤害,对随机4名敌人造成1310伤害,"对随机4名敌人造成7162伤害,对木属性敌人造成500无视防御伤害",火属性队友的暴击+12%,海保h力,memorial+wiki,cn
M4-031,31,决战的提泰妮亚,,决战的提泰妮亚,21427,4星,光,,avatars/21427.png,,,,,,,1036,782,384,417,457,,,,,,对目标造成81自动攻击伤害,对1名敌人造成300伤害（最低HP优先），对暗属性目标造成100加成伤害,,对1名敌人造成440加成航海的3连击（暗属性优先），获得反射（反射7%受到的伤害），持续15秒,,对随机4名敌人造成1324伤害，有90%的机会禁止回复（吸血/HP吸收除外），持续10秒,,光属性队友的敏捷度+400,本多真梨子,memorial+wiki,cn
M4-032,32,流浪的少女侦探,,流浪的少女侦探,21428,4星,光,,avatars/21428.png,1285,1019,404,444,,,1019,766,369,404,444,,,,,,对目标造成80自动攻击伤害,对1名敌人造成295伤害（最低HP优先），对暗属性目标造成100加成伤害,,对3名敌人造成572伤害（最低HP优先），回复量（持续回复、回复）-25%，持续12秒,,对随机4名敌人造成1409伤害，并造成流血（每2秒造成160伤害），持续10秒,,光属性队友的攻击力+500,仲谷明香,memorial+wiki,cn
M4-033,33,暗夜的阿提蜜丝,,暗夜的阿提蜜丝,21429,4星,暗,,avatars/21429.png,,,,,,,1032,777,382,417,452,7978,6006,2952,3223,3493,对目标造成81自动攻击伤害,造成300伤害，获得暴击率+25%，持续10秒,,给目标439伤害的3连击（500无视防御伤害）,,对随机3名敌人造成1433伤害，造成流血（每2秒造成160伤害），持续8秒,,暗属性队友的攻击力+500,近藤玲奈,memorial+wiki,cn
M4-034,34,战士芙丽嘉,,战士芙丽嘉,21430,4星,光,防御型,avatars/21430.png,1306,1457,467,700,344,382,1457,467,700,344,382,,,,,,对目标造成68自动攻击伤害,造成194伤害，获得防御力+530，持续10秒,,造成357伤害，获得屏障（在HP受影响前吸收+1000伤害）与挑衅（有84%的几率发动），持续10秒,,对随机2名敌人造成820伤害，获得激怒（累积最多100%所受伤害并一次回击）,,光属性队友的回避率+10%,小池克,memorial+wiki,cn
M4-035,35,幻想的达芙妮,,幻想的达芙妮,21431,4星,火,,avatars/21431.png,,,,,,,1296,518,609,494,372,,,,,,对目标造成70自动攻击伤害,造成206伤害，为2名队友回复189HP（最低HP优先）,,持续回复3名队友120HP（2秒1次），并赋予3名队友屏障（在HP受影响前吸收+500伤害，最低HP优先），持续14秒,,为3名队友回复1040HP（最低HP优先），对火属性目标额外回复240HP,,火属性队友持续回复量+50,高糊力己,memorial+wiki,cn
M4-036,36,模仿的伊西斯,,模仿的伊西斯,21432,4星,水,治疗型,avatars/21432.png,1298,6671,518,609,504,379,1299,518,609,504,379,,,,,,对目标造成70自动攻击伤害,造成209伤害，为1名队友回复181HP（最低HP优先）,,为3名队友的每1位持续回复111HP（每2秒1次，最低HP优先），若收到伤害减益则额外回复41HP，持续12秒,,为3名队友回复1100HP（最低HP优先）,,水属性队友的回复量+50,石飞惠里花,memorial+wiki,cn
M4-037,37,厉害的托特,,厉害的托特,21433,4星,水,防御型,avatars/21433.png,,,,,,,,,,,,,,,,,,,,,,,,,演野大辉,memorial+wiki,cn
M4-038,38,花园的波摩纳,,花园的波摩纳,21434,4星,光,治疗型,avatars/21434.png,1286,1286,515,606,492,372,1286,515,606,492,372,,,,,,对目标造成70自动攻击伤害,造成205伤害，2名队友的回复量（持续回复、回复）+30%（最低HP优先），持续12秒,,3名队友回复291HP，并持续回复101HP（2秒1次，最低HP优先），持续10秒,,为3名队友回复1100HP（最低HP优先）,,光属性队友的持续回复量+50,津久井彩文,memorial+wiki,cn
M4-039,39,忠诚的雅加,,忠诚的雅加,21435,4星,水,,avatars/21435.png,,,,,,,1200,606,462,444,539,,,,,,对目标造成74自动攻击伤害（自动）,造成238伤害，移除目标Skill量表的30%,,对2名敌人造成427伤害（优先：最高攻击力），且Skill量表充能速度-25%，持续12秒,,对随机3名敌人造成1157伤害，Skill量表充能速度-40%，持续16秒,,火属性敌人的Skill量表充能速度-8%,河濑茉希,memorial+wiki,cn
M4-040,40,巧手的卡尔克斯,,巧手的卡尔克斯,21436,4星,光,,avatars/21436.png,1299,772,377,412,448,,1028,772,377,412,448,,,,,,造成80自动攻击伤害,改目标278伤害的3连击,,对2名敌人造成507伤害（优先：最低HP），回复量（持续回复、回复）-25%，持续14秒,,对随机3名敌人造成1406伤害，造成流血（每2秒造成160伤害），持续8秒,,光属性盟友的自动攻击伤害+40,小林裕介,memorial+wiki,cn
M4-041,41,愤怒的摩莉甘,,愤怒的摩莉甘,21437,4星,光,,avatars/21437.png,,,,,,,1014,761,363,398,438,,,,,,对目标造成80自动攻击伤害（自动）,对1名敌人造成294伤害（优先：最低HP），对光属性目标造成100加成伤害,,对3名敌人造成271（105%）伤害（优先：光属性）,,对3名敌人造成1417伤害（优先：最低HP）,,暗属性盟友的自动攻击伤害+40,相坂优歌,memorial+wiki,cn
M4-042,42,黎明普西芬尼,,黎明普西芬尼,21440,4星,光,干扰型,avatars/21440.png,20,1204,611,,,,1204,611,470,449,544,,,,,,对目标造成74自动攻击伤害（自动）,造成240伤害，目标的暴击率-25%，持续9秒,,对2名敌人造成441伤害（优先：最高攻击力），攻击力-800和弱点防御力-3%，持续12秒,,对随机2名敌人造成1162伤害，随机2名敌人的攻击力-30%与弱点防御力-20%（优先：光属性），持续16秒,,全体敌人的攻击力-10%,相羽,memorial+wiki,cn
M4-043,43,欣喜的厄俄斯,,欣喜的厄俄斯,21441,4星,光,,avatars/21441.png,,,,,,,1014,760,369,403,438,,,,,,造成80自动攻击伤害,对1名敌人造成293伤害（优先：最低HP），对暗属性目标造成100加成伤害,,对1名敌人造成483加成伤害的2连击（优先：暗属性），获得反射（反射7%受到的伤害），持续15秒,,对3名敌人造成1417伤害（优先：最低HP）,,光属性盟友的敏捷度+400,伊达朱里纱,memorial+wiki,cn
M4-044,44,斗志高昂的海克力士,,斗志高昂的海克力士,21442,4星,光,防御型,avatars/21442.png,1298,1456,462,699,337,377,1456,462,699,337,377,,,,,,造成68自动攻击伤害,造成206伤害，获得激怒效果（雷击最多250%所受伤害并一次回击）,,造成388伤害，全体盟友Drive Skill伤害防御力+15%，并获得挑拨（有84%的几率发动），持续10秒,,对随机2名敌人造成797伤害，赋予包含自身在内的最多3名盟友（优先：最低HP）Skill伤害防御力+20%，持续16秒，若施法者的HP最低，只会赋予2名盟友Skill伤害防御力,,光属性盟友的最大HP+800,藤沼建人,memorial+wiki,cn
M4-045,45,电光阿尔戈斯,,电光阿尔戈斯,21443,4星,水,,avatars/21443.png,,,,,,,1200,600,459,444,529,,,,,,对目标造成74自动攻击伤害（自动）,造成237伤害，移除目标Skill量表的30%,,对随机2名敌人造成438伤害，Skill量表充能量-20%，持续12秒,,对随机3名敌人造成1151伤害，Skill量表充能量-30%，持续16秒,,火属性敌人的攻击力-10%,佐藤舞,memorial+wiki,cn
M4-046,46,恍惚的艾德拉多,,恍惚的艾德拉多,21444,4星,火,防御型,avatars/21444.png,1304,1457,467,700,342,379,1457,467,700,342,379,,,,,,对目标造成68自动攻击伤害（自动）,造成193伤害，获得Skill伤害防御力+45，持续10秒,,造成340伤害，获得防御力+680与挑拨（有84%的几率发动），持续10秒,,赋予最多3名盟友屏障（在HP受影响前吸收+2500伤害）（优先：最低HP），持续20秒。若施法者的HP最低即赋予2名盟友屏障,,火属性盟友的防御力+300,青木志贵,memorial+wiki,cn
M4-047,47,独白的阿莫尔,,独白的阿莫尔,21445,4星,水,,avatars/21445.png,,,,,,,1028,769,377,412,448,,,,,,造成80自动攻击伤害,造成297伤害，获得吸血（攻击时回复3%HP），持续16秒,对3名敌人造成2631伤害（优先：水属性），获得吸血（攻击时回复16.6%%HP），持续16秒,对3名敌人造成574伤害（优先：水属性），如果目标为水属性则造成200额外伤害,对3名敌人造成3650伤害（优先：水属性），如果目标为水属性则造成677额外伤害,对随机4名敌人造成1314伤害,对随机4名敌人造成7193伤害，对水属性敌人造成500额外伤害,木属性盟友所有Skill最终伤害+7.5%,土师亜文,memorial+wiki,cn
M4-048,48,暗夜的繆思,,暗夜的繆思,21446,4星,木,干扰型,avatars/21446.png,1285,1195,529,,,,1195,606,459,440,529,,,,,,造成74自动攻击伤害,造成239伤害，若目标为水属性，则弱点防御力-3%，持续6秒,,对2名敌人造成439伤害（优先：最高攻击力），且Skill量表充能速度-22.5%，持续14秒,,对随机3名敌人造成1154伤害，水属性目标的弱点防御力-15%，持续16秒,,水属性敌人的攻击力-10%,逢坂力,memorial+wiki,cn
M4-049,49,羞怯的弗雷西亚,羞怯的弗雷希亚,羞怯的弗雷西亚,,4星,,,avatars/20443.png,,,,,,,,,,,,,,,,,,,,,,,,,白城女书,memorial,cn
M4-050,50,格蕾,小不点格蕾,小不点格蕾,21448,4星,木,,avatars/21448.png,1294,1024,769,377,404,448,1024,796,377,404,448,,,,,,造成80自动攻击伤害,对1名敌人造成296伤害（优先：最低HP），对水属性目标造成100加成伤害,,对1名敌人造成486伤害的2连击（优先：水属性），如果目标为水属性责成150额外伤害,,对3名敌人造成1425伤害（优先：最低HP）,,木属性盟友的攻击力+500,出美彩希,memorial+wiki,cn
M4-051,51,流浪的艾莉希恩,,流浪的艾莉希恩,21449,4星,火,,avatars/21449.png,,,,,,,1019,766,372,404,444,7878,5921,2875,3122,3431,对目标造成80自动攻击伤害（自动）,对1名敌人造成295伤害（优先：最低HP），对火属性目标造成100加成伤害,,对3名敌人造成560伤害（优先：最低HP），持续3回合，造成中毒（每当目标行动或受到伤害时附加300伤害）,,对3名敌人造成1422伤害（优先：最低HP）,,水属性盟友的Tap Skill伤害+80,春野女女,memorial+wiki,cn
M4-052,52,束缚的伊丝塔,,束缚的伊丝塔,21450,4星,光,,avatars/21450.png,1275,1195,529,,,,1135,598,452,438,529,,,,,,造成73自动攻击伤害,造成236伤害，若目标为暗属性，则弱点防御力-3%，持续6秒,,对2名敌人（最高攻击力）造成437伤害，敏捷度-700，持续12秒,,对随机3名敌人遭横1149伤害，造成失明（攻击命中率35%减少），持续10秒,,暗属性敌人的暴击率-20%,渡谷美帆,memorial+wiki,cn
M4-053,53,小丑伊南娜,,小丑伊南娜,21451,4星,光,,avatars/21451.png,,,,,,,,,,,,,,,,,对目标造成80自动攻击伤害（自动）,对1名敌人造成296伤害（优先：最低HP），对光属性目标造成100加成伤害,,给目标486伤害的2连击（450无视防御伤害）,,给随机4名敌人造成1313伤害,,暗属性盟友的Tap Skill伤害+80,山本希挚,memorial+wiki,cn
M4-054,54,挑战者安布罗西亚,,挑战者安布罗西亚,21452,4星,木,,avatars/21452.png,1270,1014,393,438,,,1014,760,358,393,438,,,,,,造成80自动攻击伤害,对1名敌人造成293伤害（优先：最低HP），对水属性目标造成100加成伤害,,对随机2名敌人造成278（108%）伤害,,对随机3名敌人造成1393伤害,,木属性盟友的暴击+400,锦铁幼<,memorial+wiki,cn
M4-055,55,独善其身的阿顿,,独善其身的阿顿,21453,4星,暗,,avatars/21453.png,,,,,,,1441,449,686,323,358,,,,,,对目标造成67自动攻击伤害（自动）,造成187伤害，获得Skill伤害防御力+45，持续10秒,,造成371伤害，获得反射（反射11%受到的伤害）与挑拨（有84%的几率发动），持续10秒,,赋予最多2名盟友（最低HP）反射（反射21%受到的伤害），持续20秒（若施法者的HP最低，只会赋予施法者反射）,,暗属性盟友的防御力+300,,memorial+wiki,cn
M4-056,56,逆袭的提西福涅,,逆袭的提西福涅,21454,4星,木,,avatars/21454.png,1305,1028,777,379,412,452,1028,777,379,412,452,,,,,,造成81自动攻击伤害,给目标280伤害的3连击，获得吸血（攻击时回复40HP），持续20秒,,对随机3名敌人造成589伤害，吸收8%所造成的伤害转换为自己的HP,,对3名敌人造成1432伤害（优先：最低HP）,,木属性盟友的Tap Skill伤害+80,,memorial+wiki,cn
M4-057,57,黎明的断头台,,黎明的断头台,21455,4星,暗,,avatars/21455.png,,,,,,,1019,766,372,404,440,,,,,,对目标造成80自动攻击伤害（自动）,给目标276伤害的3连击,,对随机2名敌人造成286（110%）伤害,,对随机3名敌人造成1399伤害,,暗属性盟友的暴击+400,手嫁匕口三于,memorial+wiki,cn
M4-058,58,成功的勒达,,成功的勒达,21456,4星,光,辅助型,avatars/21456.png,1281,1305,417,492,,,1305,585,459,417,492,10091,4523,3547,3223,3802,造成73自动攻击伤害,造成229伤害，赋予随机1名盟友屏障（在HP受影响前吸收+250伤害），持续8秒,造成X伤害，赋予随机2名盟友屏障（在HP受影响前吸收+X伤害），持续8秒,全体盟友持续回复量+30%，2名盟友持续回复60HP（2秒1次）（优先：最低HP），持续16秒,全体盟友持续回复量+56.8%，3名盟友持续回复324HP（2秒1次）（优先：最低HP），持续16秒,对随机2名敌人造成1108伤害，赋予2名盟友吸血（攻击时回复20%HP）（优先：最低HP），持续20秒,对随机3名敌人造成5952伤害，赋予3名盟友吸血（攻击时回复20%HP）（优先：最低HP），持续20秒,全体盟友的回复量（持续回复、回复）+10%,伊月中LI,memorial+wiki,cn
M4-059,59,危险的福尔图娜,,危险的福尔图娜,21457,4星,火,,avatars/21457.png,,,,,,,1304,585,457,414,492,,,,,,对目标造成73自动攻击伤害（自动）,造成229伤害，随机1名盟友攻击力+200，持续8秒,,造成431伤害，2名盟友（最高攻击力）攻击力+700，持续22秒，并有70%的几率为2名盟友移除混乱,,对随机2名敌人造成1058伤害，随机3名盟友的Skill伤害+25%，持续16秒,,全体盟友的攻击力+8%,北川里奈,memorial+wiki,cn
M4-060,60,佣兵赫克特,,佣兵赫克特,21458,4星,火,,avatars/21458.png,1276,1019,761,363,398,438,1019,761,363,398,438,,,,,,对目标造成80自动攻击伤害（自动）,对1名敌人造成294伤害（优先：最低HP），对木属性目标造成100加成伤害,,对2名敌人造成470伤害（优先：木属性），造成流血（每2秒造成120伤害），持续8秒,,对3名敌人造成1417伤害（优先：最低HP）,,火属性盟友的自动攻击伤害+40,八宁·T,memorial+wiki,cn
M4-061,61,虚假的海翠克,,虚假的海翠克,21459,4星,木,,avatars/21459.png,,,,,,,1446,459,694,332,372,,,,,,造成68自动攻击伤害,造成189伤害，获得吸血（攻击时回复6%HP），持续12秒,,赋予盟友屏障（在HP受影响前吸收+1100伤害）与挑拨（有84%的几率发动），持续10秒,,造成897伤害，赋予包含自身在内的最多3名盟友屏障（在HP受影响前吸收+2500伤害）（优先：最低HP），持续20秒（若施法者的HP最低则仅赋予2名盟友）,,木属性盟友的最大HP+800,藤野裕规,memorial+wiki,cn
M4-062,62,束缚的蕾蒂,束的蕾蒂,束缚的蕾蒂,,4星,火,,avatars/21460.png,1289,1448,459,694,331,372,1448,459,694,331,372,,,,,,,,,,,,,,田野廿三,memorial,cn
M4-063,63,探险家芬里尔,,探险家芬里尔,21461,4星,火,,avatars/21461.png,,,,,,,1019,760,369,403,440,,,,,,对目标造成80自动攻击伤害（自动）,给目标275伤害的3连击,,对随机2名敌人造成458伤害，造成流血（每2秒造成60伤害），持续10秒，如果目标为木属性则造成80加成伤害,,对随机3名敌人造成1395伤害，造成流血（每2秒造成200伤害），持续8秒,,火属性盟友的攻击力+500,千一伸,memorial+wiki,cn
M4-064,64,盛开的艾拉托,,盛开的艾拉托,21462,4星,光,辅助型,avatars/21462.png,1272,6671,584,,,,1299,584,449,414,488,,,,,,造成73自动攻击伤害,造成230伤害，有50%的几率为1名盟友移除沉默,,为2名盟友持续回复60HP（每2秒1次）（优先：最低HP），持续16秒，并有70%的几率为2名盟友移除持续伤害，例如：流血或中毒,,对随机2名敌人造成1070伤害，赋予2名盟友反射（反射10%受到的伤害）（优先：最低HP），持续20秒,,全体盟友的最大HP+500,木野双叶,memorial+wiki,cn
M4-065,65,古老的骷髅,古老的船腰,古老的骷髅,,4星,,,avatars/21463.png,,,,,,,,,,,,,,,,,,,,,,,,,藤原祐规,memorial,cn
M4-066,66,梦幻的万圣节,,梦幻的万圣节,21464,4星,水,防御型,avatars/21464.png,1279,1446,363,,,,1446,452,691,331,363,,,,,,对目标造成68自动攻击伤害,造成187伤害，获得防御力+500，持续10秒,,造成372伤害，获得防御力+600与挑拨（有84%的几率发动），持续10秒,,最多5名盟友的防御力+30%，持续20秒,,水属性盟友的防御力+300,森秀太,memorial+wiki,cn
M4-067,67,草原的芙萝拉,草原的芙蘸拉,草原的芙萝拉,,4星,,,avatars/21465.png,,,,,,,,,,,,,,,,,,,,,,,,,爱美,memorial,cn
M4-068,68,悲伤的商籁,,悲伤的商籁,21466,4星,水,,avatars/21466.png,1266,1014,433,,,,1014,756,358,393,433,,,,,,对目标造成80自动攻击伤害,给目标273伤害3连击,,对2名敌人造成531伤害（优先：火属性），造成中毒（每当目标行动或受到伤害时附加300伤害），持续3回合，如果目标为火属性则造成150伤害加成,,对随机3名敌人造成1389伤害,,水属性盟友的自动攻击伤害+40,雨宫夕夏,memorial+wiki,cn
M4-069,69,努力的奎里努斯,,努力的奎里努斯,21467,4星,水,,avatars/21467.png,,,,,,,1310,588,459,424,494,,,,,,对目标造成自动攻击伤害,造成231伤害两名盟友（最高伤害）敏捷度+300，持续8回合,,造成408伤害，且两名盟友的skill量表充能速度+20%（优先：最高攻击力），持续16秒,,对随机2名敌人造成1075伤害，2名盟友的攻击力+1000（优先：最高伤害），持续18秒,,全体盟友的skill充能速度+5%,山本彩乃,memorial+wiki,cn
M4-070,70,小进化星,,,,4星,火,,icons/F4_slime_star.png,1225,1172,409,504,,,1172,409,504,,,,,,,,,,,,,,,,,memorial,catalog
M4-071,71,Super 珂丝敏,,,,4星,,,icons/F4_slime_cosmine.png,,,,,,,,,,,,,,,,,,,,,,,,,,memorial,catalog
M4-072,72,小紫爱心,,,,4星,,,icons/F4_slime_purple.png,1222,1169,574,428,409,494,1169,574,428,409,494,,,,,,,,,,,,,,,memorial,catalog
M4-073,73,小黄爱心,,,,4星,,,icons/F4_slime_yellow.png,,,,,,,,,,,,,,,,,,,,,,,,,,memorial,catalog
M4-074,74,小绿爱心,小缘爱心,,,4星,木,,icons/F4_slime_green.png,1214,1168,564,424,404,504,1168,564,424,404,504,,,,,,,,,,,,,,,memorial,catalog
M4-075,75,小红爱心,,,,4星,,,icons/F4_slime_red.png,,,,,,,,,,,,,,,,,,,,,,,,,,memorial,catalog
M4-076,76,小蓝爱心,,,,4星,水,,icons/F4_slime_blue.png,1215,1169,564,424,409,504,1169,564,424,409,504,,,,,,,,,,,,,,,memorial,catalog
M3-000,0,弓箭手天使洛特,,,,3星,光,治疗型,icons/F3_000.png,806,367,303,228,,,367,303,228,,,,,,,,,,,,,,,,植田理沙,memorial,catalog
M3-001,1,玩具安,,,,3星,火,辅助型,icons/F3_001.png,,,,,,,,,,,,,,,,,,,,,,,,,铃木南名子,memorial,catalog
M3-002,2,天真无邪堤喀,,,,3星,火,干扰型,icons/F3_002.png,177,256,310,,,,256,310,,,,,,,,,,,,,,,,,大森日雅,memorial,catalog
M3-003,3,无情的猪老大,,,,3星,火,,icons/F3_003.png,,,,,,,,,,,,,,,,,,,,,,,,,稻叶和彦,memorial,catalog
M3-004,4,旋不来梅,,,,3星,光,干扰型,icons/F3_004.png,765,700,349,261,249,303,700,349,261,249,303,,,,,,,,,,,,,,日野沃の力,memorial,catalog
M3-005,5,武装机甲士兵,,,,3星,木,,icons/F3_005.png,,,,,,,,,,,,,,,,,,,,,,,,,木内太郎,memorial,catalog
M3-006,6,炮击机甲指挥官,炮擎机甲指掉官,,,3星,木,,icons/F3_006.png,179,603,234,259,,,603,234,259,,,,,,,,,,,,,,,,松久博记,memorial,catalog
M3-007,7,绿宝石虚恩,缘宝石虚恩,,,3星,火,,icons/F3_007.png,,,,,,,,,,,,,,,,,,,,,,,,,二宫子,memorial,catalog
M3-008,8,好孩子的礼物袋,,好孩子的礼物袋,169382,3星,暗,,avatars/169382.png,176,232,256,,,,232,256,,,,,,,,,,,,,,,,,井田真仁,memorial,catalog
M3-009,9,妲比,姐比,妲比,,3星,火,,icons/F3_009.png,,,,,,,,,,,,,,,,,,,,,,,,,黑迟屯,memorial,catalog
M3-010,10,丽莎,,丽莎,169376,3星,水,辅助型,avatars/169376.png,814,792,286,262,307,,792,286,262,307,,,,,,,,,,,,,,,饭田里穗,memorial,destinychild
M3-011,11,莫娜,,莫娜,169377,3星,暗,,avatars/169377.png,,,,,,,,,,,,,,,,,,,,,,,,,小清水亜美,memorial,destinychild
M3-012,12,猫大,,,,3星,火,防御型,icons/F3_012.png,807,870,280,205,228,,870,280,205,228,,,,,,,,,,,,,,,锅田匠,memorial,catalog
M3-013,13,满月亚娜,,满月亚娜,169294,3星,光,,avatars/169294.png,,,,,,,,,,,,,,,,,,,,,,,,,大步夕,memorial,catalog
M3-014,14,深渊的塔丽塔洛斯,深渊的塔塔洛斯,深渊的塔丽塔洛斯,169298,3星,火,防御型,avatars/169298.png,818,874,288,234,,,874,288,234,,,,,,,,,,,,,,,,木村优纪,memorial,catalog
M3-015,15,梦想的黑卡蒂,,梦想的黑卡蒂,169333,3星,火,,avatars/169333.png,,,,,,,,,,,,,,,,,,,,,,,,,藤田联,memorial,destinychild
M3-016,16,战士瓦尔基丽,,战士瓦尔基丽,169341,3星,暗,,avatars/169341.png,804,463,228,247,270,,463,228,247,270,,,,,,,,,,,,,,隧长增益 || BUF,高田菜万美,memorial,catalog
M3-017,17,再生的兀儿肯,再生的元儿肯,再生的兀儿肯,169315,3星,火,,avatars/169315.png,,,,,,,,,,,,,,,,,,,,,,,,,永嫁拓马,memorial,catalog
M3-018,18,暗夜的提亚玛特,,暗夜的提亚玛特,169328,3星,火,干扰型,avatars/169328.png,811,726,370,283,274,328,726,370,283,274,328,,,,,,,,,,,,,,大久保蓝子,memorial,catalog
M3-019,19,静谧的戴安娜,静证的戴安娜,静谧的戴安娜,169367,3星,木,,avatars/169367.png,,,,,,,,,,,,,,,,,,,,,,,,,沼盒爱美,memorial,catalog
M3-020,20,活跃的阿莱克托,活罐的阿莱克托,活跃的阿莱克托,169368,3星,暗,治疗型,avatars/169368.png,808,778,367,303,229,,778,367,303,229,,,,,,,,,,,,,,,,memorial,catalog
M3-021,21,吵杂的毛球毛球,吵的毛球毛球,吵杂的毛球毛球,169397,3星,木,,avatars/169397.png,,,,,,,,,,,,,,,,,,,,,,,,,佐勺木李子,memorial,destinychild
M3-022,22,捕捉的克拉托斯,,捕捉的克拉托斯,169337,3星,暗,,avatars/169337.png,799,613,460,226,244,268,613,460,226,244,268,,,,,,,,,,,,,,船本深文,memorial,catalog
M3-023,23,狂暴的巴耳,,狂暴的巴耳,169308,3星,暗,,avatars/169308.png,,,,,,,,,,,,,,,,,,,,,,,,,真田有,memorial,catalog
M3-024,24,闪耀的阿波罗,,闪耀的阿波罗,169349,3星,木,治疗型,avatars/169349.png,799,300,226,,,,300,226,,,,,,,,,,,,,,,,,杉田智和,memorial,catalog
M3-025,25,报复的美狄亚,,报复的美狄亚,169350,3星,暗,,avatars/169350.png,,,,,,,,,,,,,,,,,,,,,,,,,高沪柚衣,memorial,catalog
M3-026,26,牺牲的贞德,牲的真德,牺牲的贞德,,3星,水,,icons/F3_026.png,798,246,268,,,,246,268,,,,,,,,,,,,,,,,封3名散人（随机）造成931伤害1次 || 啄长增益,加限亜衣,memorial,catalog
M3-027,27,激情的厄里丝,,激情的厄里丝,169371,3星,水,,avatars/169371.png,,,,,,,,,,,,,,,,,,,,,,,,,春川翔,memorial,catalog
M3-028,28,看门犬库西,,看门犬库西,169372,3星,光,防御型,avatars/169372.png,805,868,280,420,228,,868,280,420,228,,,,,,,,,,,,,,,野水伊织,memorial,catalog
M3-029,29,诅咒的斯库尔德,祖咒的斯尔德,,,3星,暗,,icons/F3_029.png,,,,,,,,,,,,,,,,,,,,,,,,,南云希美,memorial,catalog
M3-030,30,疾走的阿特丽波斯,疾走的阿特罹波斯,疾走的阿特丽波斯,169296,3星,木,,avatars/169296.png,796,609,244,267,,,609,244,267,,,,,,,,,,,,,,,,沃,memorial,catalog
M3-031,31,冰王苍龙,冰王菅龙,冰王苍龙,,3星,水,,icons/F3_031.png,,,,,,,,,,,,,,,,,,,,,,,,,野坂尚也,memorial,catalog
M3-032,32,花园的伊登,,花园的伊登,169301,3星,暗,,avatars/169301.png,797,,,,,,,,,,,,,,,,,,,,,,,,真菜穗,memorial,catalog
M3-033,33,炎王血龙,,,,3星,火,,icons/F3_033.png,,,,,,,,,,,,,,,,,,,,,,,,,野坂尚也,memorial,catalog
M3-034,34,突击阿塔兰塔,突擎阿塔兰塔,突击阿塔兰塔,169303,3星,水,,avatars/169303.png,609,457,222,244,265,,457,222,244,265,,,,,,,,,,,,,,,富田美蔓,memorial,catalog
M3-035,35,创造的巴风特,,创造的巴风特,169346,3星,水,,avatars/169346.png,,,,,,,,,,,,,,,,,,,,,,,,,结城光,memorial,catalog
M3-036,36,守序的沙玛什,,守序的沙玛什,169362,3星,火,,avatars/169362.png,208,613,463,226,247,268,613,463,226,247,268,,,,,,,,,,,,,,木下铃奈,memorial,catalog
M3-037,37,虚张声势的狄蜜特,,虚张声势的狄蜜特,169374,3星,火,治疗型,avatars/169374.png,,,,,,,,,,,,,,,,,,,,,,,,,力达L智秋,memorial,catalog
M3-038,38,破坏的塞赫麦特,破壤的塞赫特,,,3星,火,,icons/F3_038.png,785,607,453,217,238,262,607,453,217,238,262,,,,,,,,,,,,,,西尾美香,memorial,catalog
M3-039,39,开心的欧洛斯,,开心的欧洛斯,169306,3星,水,,avatars/169306.png,,,,,,,,,,,,,,,,,,,,,,,,,大西挚,memorial,catalog
M3-040,40,夜下少女许普诺斯,夜下少女普诺斯,夜下少女许普诺斯,169340,3星,火,辅助型,avatars/169340.png,789,780,349,273,249,295,780,349,273,249,295,,,,,,,,,,,,,,野田真理爱,memorial,catalog
M3-041,41,热血的维斯塔,,热血的维斯塔,169351,3星,火,,avatars/169351.png,,,,,,,,,,,,,,,,,,,,,,,,,北垣内春香,memorial,catalog
